g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,frequency_Hz,amplitude_mA,duration_min,pulse_width_us,session_idx
7.479412044642148,8.186576012938442,7.335629484833006,7.698145217100014,7.601674312556541,7.471207833131457,8.147808882647851,7.959879473137779,7.445845235661038,7.493502194818874,7.502655831220592,7.333632668583116,8.5,2.0,30,200,22
7.48891175415519,7.429401341297735,7.595955314758276,6.96040941673505,7.267026581489071,7.695016908669131,7.316440781702649,7.632478344196194,7.746639803470481,7.598033034047492,7.809267561887176,6.851946757078064,8.5,2.0,30,200,23
7.349636759381198,7.577586808422978,7.472331249193549,7.73117109132654,7.282425195529708,7.0694204728907035,7.197182611557453,6.953472753244984,6.766379174879657,6.710588461118611,7.707960828861656,7.3089306012951365,8.5,2.0,30,200,24
6.687067171976467,6.429635964849559,7.3791195924634865,6.873350690008563,7.642289693569503,7.373174215670183,7.706239060822331,6.796628711494101,6.379707454888814,7.46233871480844,6.967910613070562,7.165182532295839,8.5,2.0,30,200,25
6.558040001175906,6.575835608368955,7.024880658949774,6.849448991691437,6.596769457037756,7.976874300354327,6.8033705460561,7.184724989372364,6.956455532429239,6.718925567432253,6.454673427700868,6.898203743564524,8.5,2.0,30,200,26
6.578274668089056,6.521101918459467,6.6909925398312255,7.102105957288845,6.88096767716008,6.718796073285047,6.867392916564156,7.040466147122623,7.001390240596405,6.298781266303847,6.2203889288501415,6.4131028987982726,8.5,2.0,30,200,27
6.4347821436097234,6.653934820504296,6.5237187586641925,6.520960996217399,6.167785542441618,5.855329346310463,7.02082360093358,6.665069336990719,6.399424651901218,6.232523243262212,6.833580543065458,6.761386656663945,8.5,2.0,30,200,28
5.862997777480094,6.1780285937504225,6.788208853615487,6.6501926134032745,6.322577714157803,6.232916198597389,6.606848887309129,5.835191177724527,6.03476566741114,6.025001951990349,6.3690323037350405,6.899116309605835,8.5,2.0,30,200,29
6.541000229974556,6.0730063488334505,5.852129110161643,6.857758022542923,6.2419138118899,5.822569718286047,6.028959728596373,6.055396236368966,5.914614296385337,6.100576531888776,6.224483498682802,5.828028923385344,8.5,2.0,30,200,30
5.939963174600635,6.270204111570953,5.509947984552749,6.183245414500387,5.9445309907445045,5.8513494009534925,6.036178712607123,5.997421900960992,6.338113839459059,5.533550544137016,6.12142958721455,5.550059203910356,8.5,2.0,30,200,31
5.8406553352129125,5.912156580077779,5.476736923827991,5.752020810166875,5.911328434833244,6.167511588184701,5.886279749052621,5.789179924054133,5.16216019447371,5.646527403981076,5.492357812734948,5.97463851682749,8.5,2.0,30,200,32
5.597922304609466,5.374940120626464,5.496636008888222,5.594886600438741,5.700859235574059,5.60951964407672,5.399008508852357,5.74560241247177,5.56281823003629,5.551186792296236,5.517949315152722,5.595782508620091,8.5,2.0,30,200,33
5.002065082095709,4.982563120980077,5.833916253635796,5.59370823269602,5.366536324010382,5.882569618404792,5.171439503379801,5.643258683501218,5.048717882235172,5.185584774819463,5.370935957078339,5.401374657022026,8.5,2.0,30,200,34
5.179892669440372,5.205224678976277,5.1333098257827405,5.171592990841118,5.633869853739463,5.414872927517562,5.095271430650759,5.422107752768166,4.825371231328354,4.889872753841415,5.202952875835512,5.043889507352726,8.5,2.0,30,200,35
5.043022213708699,4.903715441735532,4.862893150298322,4.8596560049718045,4.689443157259298,5.152789124035425,5.012099021541097,4.937605254332339,4.770357756128476,5.190580853611553,5.12691736599594,5.404707562671637,8.5,2.0,30,200,36
4.942998402534097,4.714049106016802,4.899902026506345,4.768059634495155,4.594703356570456,4.71521249956263,4.461630093470492,4.794716656072519,4.750267253076629,5.110722785302993,4.812169466250045,5.124914034647599,8.5,2.0,30,200,37
4.745929858303682,4.734898364594358,4.75749076551595,4.948515950588549,4.672955127796073,4.342147822116959,4.695769463348996,4.525066148960694,4.486769782256672,4.617335226898694,4.307148661779885,4.59087655056091,8.5,2.0,30,200,38
4.1247187488317065,4.404051555083642,4.223306376934757,4.6900689738262855,4.34686114893799,4.581740867882545,4.407548983746546,4.6324592183579,4.080075801556803,4.475423816689114,5.200471716474119,3.9937349226156815,8.5,2.0,30,200,39
4.515968496236635,4.345153223708013,4.013411583766626,4.247683002553564,4.171259753311713,4.44678970152313,4.154533286116899,4.199718986168924,3.941511270522365,4.031098831916099,4.322731395635991,4.506161007692789,8.5,2.0,30,200,40
4.269121441170462,3.7507546550971806,3.8661786043907695,3.7397662021980356,3.9577721057130764,4.296792174307723,4.247880900152709,4.190570504347396,4.053721667594863,4.257139661950675,4.012933258137784,3.9889477723077493,8.5,2.0,30,200,41
